UTM1X1,DN,area
EG0669,"17","2904"
EG0669,"15","400"
EG0669,"14","530"
EG0669,"16","600"
EG0669,"16","300"
EG0669,"14","20785"
EG0669,"15","801"
EG0669,"17","7406"
EG0669,"2","57877"
EG0669,"17","100"
EG0669,"15","100"
EG0669,"15","2002"
EG0669,"17","100"
EG0669,"15","70"
EG0669,"17","210"
EG0669,"17","100"
EG0669,"17","100"
EG0669,"15","300"
EG0669,"17","200"
EG0669,"24","42941"
EG0669,"15","2502"
EG0669,"17","15713"
EG0669,"17","100"
EG0669,"15","3603"
EG0669,"15","100"
EG0669,"17","100"
EG0669,"15","600"
EG0669,"17","100"
EG0669,"17","14291"
EG0669,"17","400"
EG0669,"14","500"
EG0669,"14","200"
EG0669,"17","100"
EG0669,"14","100"
EG0669,"15","9017"
EG0669,"20","100"
EG0669,"14","100"
EG0669,"14","100"
EG0669,"17","100"
EG0669,"14","100"
EG0669,"14","100"
EG0669,"6","13070"
EG0669,"19","3603"
EG0669,"20","2002"
EG0669,"20","2502"
EG0669,"20","270"
EG0669,"17","35216"
EG0669,"17","5504"
EG0669,"20","23419"
EG0669,"20","100"
EG0669,"19","100"
EG0669,"20","8907"
EG0669,"20","100"
EG0669,"5","7206"
EG0669,"20","901"
EG0669,"20","7806"
EG0669,"19","13951"
EG0669,"19","26922"
EG0669,"7","7206"
EG0669,"24","94175"
EG0669,"20","1301"
EG0669,"20","200"
EG0669,"20","200"
EG0669,"20","200"
EG0669,"20","200"
EG0669,"20","200"
EG0669,"20","200"
EG0669,"20","200"
EG0669,"20","200"
EG0669,"23","100"
EG0669,"20","200"
EG0669,"20","200"
EG0669,"23","500"
EG0669,"20","200"
EG0669,"24","15412"
EG0669,"5","19215"
EG0669,"20","7706"
EG0669,"20","32869"
EG0669,"23","701"
EG0669,"7","300"
EG0669,"23","200"
EG0669,"20","200"
EG0669,"23","200"
EG0669,"23","200"
EG0669,"6","100"
EG0669,"19","400"
EG0669,"19","3903"
EG0669,"23","100"
EG0669,"19","3503"
EG0669,"23","500"
EG0669,"23","200"
EG0669,"24","33790"
EG0669,"23","200"
EG0669,"22","400"
EG0669,"5","57581"
EG0669,"22","200"
EG0669,"20","400"
EG0669,"22","400"
EG0669,"22","300"
EG0669,"20","15612"
EG0669,"19","1599"
EG0669,"7","992"
EG0669,"6","38803"
EG0669,"20","149"
EG0669,"5","98"
EG0669,"20","246"
EG0669,"22","249"
EG0669,"5","292"
EG0669,"5","77975"
EG0669,"20","87531"
EG0669,"20","98"
EG0669,"24","91893"
EG0769,"19","810"
EG0769,"7","151"
EG0769,"20","4117"
EG0769,"20","100"
EG0769,"5","32003"
EG0769,"20","27680"
EG0769,"7","400"
EG0769,"7","500"
EG0769,"5","200"
EG0769,"7","200"
EG0769,"20","28092"
EG0769,"15","30"
EG0769,"17","90"
EG0769,"15","300"
EG0769,"17","100"
EG0769,"15","100"
EG0769,"23","13110"
EG0769,"20","1601"
EG0769,"20","11309"
EG0769,"19","4504"
EG0769,"15","290"
EG0769,"23","200"
EG0769,"23","300"
EG0769,"20","100"
EG0769,"20","200"
EG0769,"20","681"
EG0769,"23","500"
EG0769,"20","1401"
EG0769,"20","30"
EG0769,"7","7906"
EG0769,"17","5984"
EG0769,"5","4904"
EG0769,"20","1001"
EG0769,"20","4904"
EG0769,"19","12610"
EG0769,"5","2362"
EG0769,"19","15373"
EG0769,"20","721"
EG0769,"5","6105"
EG0769,"24","200"
EG0769,"24","100"
EG0769,"20","1601"
EG0769,"20","740"
EG0769,"20","100"
EG0769,"19","4113"
EG0769,"20","9007"
EG0769,"9","1201"
EG0769,"19","5705"
EG0769,"23","59948"
EG0769,"20","10054"
EG0769,"19","100"
EG0769,"19","2394"
EG0769,"20","149"
EG0769,"20","47230"
EG0769,"24","667177"
EG0869,"7","256"
EG0869,"15","1508"
EG0869,"5","2307"
EG0869,"19","1201"
EG0869,"14","100"
EG0869,"14","1201"
EG0869,"14","100"
EG0869,"24","48464"
EG0869,"5","57888"
EG0869,"15","3002"
EG0869,"20","34391"
EG0869,"19","21875"
EG0869,"14","100"
EG0869,"14","3673"
EG0869,"14","300"
EG0869,"14","1501"
EG0869,"9","2313"
EG0869,"14","1201"
EG0869,"23","78663"
EG0869,"20","100"
EG0869,"20","4523"
EG0869,"23","1601"
EG0869,"5","1041"
EG0869,"5","37465"
EG0869,"20","1581"
EG0869,"19","41033"
EG0869,"6","1902"
EG0869,"20","5905"
EG0869,"20","127886"
EG0869,"14","14172"
EG0869,"24","701"
EG0869,"24","100"
EG0869,"14","100"
EG0869,"20","861"
EG0869,"20","1001"
EG0869,"24","4905"
EG0869,"20","400"
EG0869,"19","2392"
EG0869,"20","6505"
EG0869,"20","21117"
EG0869,"19","1699"
EG0869,"5","49"
EG0869,"20","17455"
EG0869,"24","2416"
EG0869,"19","17986"
EG0869,"14","7196"
EG0869,"24","418661"
EG0969,"10","1603"
EG0969,"5","13178"
EG0969,"10","2302"
EG0969,"7","2302"
EG0969,"9","1101"
EG0969,"14","30"
EG0969,"10","2702"
EG0969,"9","2191"
EG0969,"23","1701"
EG0969,"14","16113"
EG0969,"5","36594"
EG0969,"10","19215"
EG0969,"6","3303"
EG0969,"20","22236"
EG0969,"7","600"
EG0969,"14","2741"
EG0969,"24","25519"
EG0969,"10","13611"
EG0969,"20","2702"
EG0969,"19","1902"
EG0969,"7","1940"
EG0969,"24","4782"
EG0969,"14","41127"
EG0969,"8","100430"
EG0969,"1","680872"
EG0068,"6","1302"
EG0068,"15","2604"
EG0068,"7","451"
EG0068,"7","901"
EG0068,"7","1101"
EG0068,"14","100"
EG0068,"7","3055"
EG0068,"16","3603"
EG0068,"16","100"
EG0068,"15","100"
EG0068,"15","2602"
EG0068,"16","3803"
EG0068,"14","100"
EG0068,"15","100"
EG0068,"20","12310"
EG0068,"16","2802"
EG0068,"14","3703"
EG0068,"9","1271"
EG0068,"15","500"
EG0068,"15","100"
EG0068,"16","3102"
EG0068,"19","8907"
EG0068,"15","200"
EG0068,"20","901"
EG0068,"15","200"
EG0068,"2","1801"
EG0068,"15","200"
EG0068,"16","400"
EG0068,"19","100"
EG0068,"15","100"
EG0068,"15","100"
EG0068,"15","100"
EG0068,"15","100"
EG0068,"15","200"
EG0068,"16","100"
EG0068,"15","100"
EG0068,"20","34628"
EG0068,"19","4404"
EG0068,"15","100"
EG0068,"15","100"
EG0068,"15","100"
EG0068,"15","200"
EG0068,"15","22418"
EG0068,"2","100"
EG0068,"14","801"
EG0068,"14","100"
EG0068,"17","100"
EG0068,"20","100"
EG0068,"19","1401"
EG0068,"2","500"
EG0068,"14","200"
EG0068,"14","2402"
EG0068,"15","801"
EG0068,"14","99815"
EG0068,"16","3403"
EG0068,"2","3002"
EG0068,"17","48639"
EG0068,"15","1801"
EG0068,"14","600"
EG0068,"15","2102"
EG0068,"16","200"
EG0068,"15","300"
EG0068,"15","200"
EG0068,"17","2502"
EG0068,"15","200"
EG0068,"16","2402"
EG0068,"15","100"
EG0068,"2","200"
EG0068,"15","901"
EG0068,"17","100"
EG0068,"15","300"
EG0068,"17","100"
EG0068,"15","100"
EG0068,"16","100"
EG0068,"16","100"
EG0068,"17","100"
EG0068,"17","100"
EG0068,"16","439"
EG0068,"17","100"
EG0068,"17","100"
EG0068,"20","6205"
EG0068,"19","44936"
EG0068,"17","1101"
EG0068,"15","3742"
EG0068,"17","200"
EG0068,"15","670"
EG0068,"17","200"
EG0068,"20","200"
EG0068,"17","600"
EG0068,"5","1001"
EG0068,"19","1810"
EG0068,"15","300"
EG0068,"17","100"
EG0068,"15","200"
EG0068,"17","100"
EG0068,"17","200"
EG0068,"17","100"
EG0068,"15","14059"
EG0068,"2","8307"
EG0068,"19","34728"
EG0068,"14","2502"
EG0068,"15","901"
EG0068,"17","200"
EG0068,"14","100"
EG0068,"17","100"
EG0068,"14","1001"
EG0068,"17","100"
EG0068,"15","100"
EG0068,"15","500"
EG0068,"14","600"
EG0068,"16","500"
EG0068,"15","100"
EG0068,"14","100"
EG0068,"16","2602"
EG0068,"16","100"
EG0068,"17","100"
EG0068,"20","339"
EG0068,"19","7406"
EG0068,"16","600"
EG0068,"17","4103"
EG0068,"19","100"
EG0068,"20","1101"
EG0068,"15","31725"
EG0068,"19","17514"
EG0068,"16","1101"
EG0068,"15","3211"
EG0068,"5","300"
EG0068,"5","1101"
EG0068,"20","2602"
EG0068,"19","200"
EG0068,"19","100"
EG0068,"17","20119"
EG0068,"7","3820"
EG0068,"14","1101"
EG0068,"20","100"
EG0068,"20","300"
EG0068,"19","100"
EG0068,"20","70857"
EG0068,"5","400"
EG0068,"19","13411"
EG0068,"15","200"
EG0068,"14","400"
EG0068,"5","100"
EG0068,"14","4804"
EG0068,"20","3403"
EG0068,"20","3203"
EG0068,"19","92474"
EG0068,"5","1701"
EG0068,"19","11209"
EG0068,"6","35578"
EG0068,"22","1001"
EG0068,"14","100"
EG0068,"5","1902"
EG0068,"14","350"
EG0068,"14","1549"
EG0068,"14","599"
EG0068,"20","398"
EG0068,"20","17535"
EG0068,"7","1048"
EG0068,"15","50"
EG0068,"19","22089"
EG0068,"15","194290"
EG0168,"20","2855"
EG0168,"15","500"
EG0168,"23","300"
EG0168,"23","300"
EG0168,"23","801"
EG0168,"23","100"
EG0168,"7","2002"
EG0168,"5","2102"
EG0168,"20","1301"
EG0168,"15","1101"
EG0168,"7","1601"
EG0168,"16","6058"
EG0168,"19","19723"
EG0168,"14","400"
EG0168,"9","331"
EG0168,"20","1001"
EG0168,"7","1801"
EG0168,"19","79081"
EG0168,"14","100"
EG0168,"14","200"
EG0168,"19","2702"
EG0168,"14","3102"
EG0168,"19","2450"
EG0168,"19","1801"
EG0168,"14","2002"
EG0168,"19","901"
EG0168,"19","100"
EG0168,"15","2002"
EG0168,"14","12600"
EG0168,"16","4904"
EG0168,"14","170"
EG0168,"14","600"
EG0168,"14","1801"
EG0168,"14","300"
EG0168,"20","200"
EG0168,"20","100"
EG0168,"14","701"
EG0168,"16","1362"
EG0168,"14","200"
EG0168,"5","4504"
EG0168,"15","61"
EG0168,"17","1601"
EG0168,"15","12941"
EG0168,"19","16813"
EG0168,"15","100"
EG0168,"16","100"
EG0168,"15","600"
EG0168,"19","92"
EG0168,"19","3303"
EG0168,"15","100"
EG0168,"15","100"
EG0168,"16","100"
EG0168,"15","300"
EG0168,"19","300"
EG0168,"15","5857"
EG0168,"16","8607"
EG0168,"16","100"
EG0168,"15","100"
EG0168,"15","100"
EG0168,"19","4404"
EG0168,"16","1501"
EG0168,"16","300"
EG0168,"15","1001"
EG0168,"14","200"
EG0168,"17","100"
EG0168,"17","100"
EG0168,"15","100"
EG0168,"14","200"
EG0168,"17","100"
EG0168,"15","500"
EG0168,"16","2102"
EG0168,"20","217205"
EG0168,"14","100"
EG0168,"17","100"
EG0168,"20","1610"
EG0168,"14","400"
EG0168,"14","5304"
EG0168,"17","1201"
EG0168,"15","200"
EG0168,"17","5004"
EG0168,"15","100"
EG0168,"17","100"
EG0168,"15","100"
EG0168,"20","100"
EG0168,"14","36338"
EG0168,"14","34528"
EG0168,"17","1101"
EG0168,"15","192"
EG0168,"17","100"
EG0168,"9","57410"
EG0168,"9","300"
EG0168,"15","2002"
EG0168,"17","40629"
EG0168,"19","13110"
EG0168,"7","4887"
EG0168,"2","28810"
EG0168,"17","1057"
EG0168,"9","500"
EG0168,"15","1501"
EG0168,"14","200"
EG0168,"15","100"
EG0168,"14","100"
EG0168,"16","1701"
EG0168,"14","100"
EG0168,"14","200"
EG0168,"9","500"
EG0168,"16","100"
EG0168,"20","100"
EG0168,"14","200"
EG0168,"20","15713"
EG0168,"9","2802"
EG0168,"9","100"
EG0168,"14","600"
EG0168,"14","3203"
EG0168,"7","5504"
EG0168,"20","100"
EG0168,"20","100"
EG0168,"20","300"
EG0168,"19","100"
EG0168,"15","32826"
EG0168,"19","100"
EG0168,"19","200"
EG0168,"15","7953"
EG0168,"20","33947"
EG0168,"20","7802"
EG0168,"19","49335"
EG0168,"20","25055"
EG0168,"14","19212"
EG0168,"19","75879"
EG0168,"20","36628"
EG0268,"19","51"
EG0268,"20","100"
EG0268,"19","21440"
EG0268,"19","21569"
EG0268,"17","409"
EG0268,"20","79735"
EG0268,"19","15312"
EG0268,"14","1201"
EG0268,"19","92722"
EG0268,"15","200"
EG0268,"19","300"
EG0268,"15","4203"
EG0268,"16","1201"
EG0268,"15","1101"
EG0268,"19","239"
EG0268,"15","1501"
EG0268,"14","2633"
EG0268,"16","2572"
EG0268,"20","1440"
EG0268,"14","100"
EG0268,"14","1601"
EG0268,"14","100"
EG0268,"15","300"
EG0268,"14","200"
EG0268,"17","100"
EG0268,"2","7906"
EG0268,"17","4504"
EG0268,"15","4203"
EG0268,"17","9307"
EG0268,"14","100"
EG0268,"15","19015"
EG0268,"14","100"
EG0268,"17","100"
EG0268,"14","200"
EG0268,"17","100"
EG0268,"14","400"
EG0268,"14","100"
EG0268,"17","300"
EG0268,"14","200"
EG0268,"15","1601"
EG0268,"17","200"
EG0268,"14","100"
EG0268,"14","400"
EG0268,"17","100"
EG0268,"14","600"
EG0268,"17","200"
EG0268,"14","1701"
EG0268,"14","500"
EG0268,"17","100"
EG0268,"17","701"
EG0268,"20","1310"
EG0268,"17","1701"
EG0268,"24","46667"
EG0268,"15","500"
EG0268,"9","1001"
EG0268,"19","1001"
EG0268,"19","300"
EG0268,"19","100"
EG0268,"20","5940"
EG0268,"24","36229"
EG0268,"20","492"
EG0268,"20","2002"
EG0268,"16","6005"
EG0268,"17","100"
EG0268,"16","100"
EG0268,"6","4003"
EG0268,"17","200"
EG0268,"9","300"
EG0268,"9","901"
EG0268,"14","2302"
EG0268,"14","3494"
EG0268,"9","1201"
EG0268,"20","1501"
EG0268,"9","1701"
EG0268,"19","500"
EG0268,"20","200"
EG0268,"20","1001"
EG0268,"20","100"
EG0268,"20","2202"
EG0268,"16","1701"
EG0268,"9","5640"
EG0268,"17","1301"
EG0268,"23","3002"
EG0268,"23","100"
EG0268,"20","100"
EG0268,"17","100"
EG0268,"19","801"
EG0268,"19","100"
EG0268,"2","36843"
EG0268,"19","36707"
EG0268,"17","25865"
EG0268,"2","96377"
EG0268,"14","600"
EG0268,"14","2402"
EG0268,"14","100"
EG0268,"17","100"
EG0268,"19","100"
EG0268,"19","200"
EG0268,"19","100"
EG0268,"14","2602"
EG0268,"19","4704"
EG0268,"17","30881"
EG0268,"19","100"
EG0268,"23","4003"
EG0268,"23","1101"
EG0268,"19","100"
EG0268,"19","200"
EG0268,"20","100"
EG0268,"24","75226"
EG0268,"19","15913"
EG0268,"24","12605"
EG0268,"20","214894"
EG0368,"19","1253"
EG0368,"19","610"
EG0368,"4","51"
EG0368,"20","453"
EG0368,"16","504"
EG0368,"24","1153"
EG0368,"14","200"
EG0368,"17","300"
EG0368,"15","1247"
EG0368,"20","400"
EG0368,"14","2502"
EG0368,"17","100"
EG0368,"24","500"
EG0368,"17","701"
EG0368,"4","1601"
EG0368,"24","2502"
EG0368,"15","1501"
EG0368,"16","70"
EG0368,"20","2353"
EG0368,"24","570"
EG0368,"16","100"
EG0368,"17","139"
EG0368,"15","100"
EG0368,"19","701"
EG0368,"15","100"
EG0368,"17","2741"
EG0368,"17","70"
EG0368,"20","7261"
EG0368,"24","100"
EG0368,"20","2002"
EG0368,"24","14973"
EG0368,"17","100"
EG0368,"14","3002"
EG0368,"15","5504"
EG0368,"17","6805"
EG0368,"14","2002"
EG0368,"16","1401"
EG0368,"24","801"
EG0368,"14","1501"
EG0368,"15","5104"
EG0368,"16","100"
EG0368,"16","3403"
EG0368,"14","100"
EG0368,"9","200"
EG0368,"14","70"
EG0368,"20","100"
EG0368,"20","100"
EG0368,"14","100"
EG0368,"14","901"
EG0368,"7","7906"
EG0368,"14","2402"
EG0368,"17","6605"
EG0368,"14","4003"
EG0368,"17","1092"
EG0368,"14","300"
EG0368,"16","200"
EG0368,"20","200"
EG0368,"14","100"
EG0368,"20","2202"
EG0368,"24","2802"
EG0368,"14","100"
EG0368,"20","100"
EG0368,"14","100"
EG0368,"19","17005"
EG0368,"20","400"
EG0368,"17","2002"
EG0368,"14","100"
EG0368,"15","6240"
EG0368,"19","801"
EG0368,"14","100"
EG0368,"14","2202"
EG0368,"17","1501"
EG0368,"19","61"
EG0368,"19","100"
EG0368,"14","1801"
EG0368,"2","6105"
EG0368,"16","30"
EG0368,"19","27627"
EG0368,"20","61"
EG0368,"22","2002"
EG0368,"20","40499"
EG0368,"14","8307"
EG0368,"20","25225"
EG0368,"20","2102"
EG0368,"20","7606"
EG0368,"14","2102"
EG0368,"9","1701"
EG0368,"24","100"
EG0368,"23","2202"
EG0368,"2","49113"
EG0368,"19","5404"
EG0368,"9","1201"
EG0368,"2","1801"
EG0368,"20","1092"
EG0368,"9","400"
EG0368,"17","100"
EG0368,"24","33097"
EG0368,"2","100"
EG0368,"20","1101"
EG0368,"2","100"
EG0368,"17","100"
EG0368,"2","100"
EG0368,"2","100"
EG0368,"2","100"
EG0368,"2","200"
EG0368,"2","100"
EG0368,"9","56445"
EG0368,"24","2702"
EG0368,"2","100"
EG0368,"24","17570"
EG0368,"2","200"
EG0368,"19","1001"
EG0368,"14","100"
EG0368,"2","2002"
EG0368,"14","100"
EG0368,"14","600"
EG0368,"14","100"
EG0368,"17","500"
EG0368,"14","200"
EG0368,"14","200"
EG0368,"9","102282"
EG0368,"2","4504"
EG0368,"14","1501"
EG0368,"14","500"
EG0368,"14","100"
EG0368,"15","1048"
EG0368,"14","2802"
EG0368,"24","100"
EG0368,"14","701"
EG0368,"14","100"
EG0368,"24","2302"
EG0368,"14","20316"
EG0368,"2","200"
EG0368,"14","400"
EG0368,"16","1009"
EG0368,"2","100"
EG0368,"14","200"
EG0368,"14","100"
EG0368,"17","22622"
EG0368,"2","200"
EG0368,"14","100"
EG0368,"24","100"
EG0368,"14","100"
EG0368,"16","100"
EG0368,"17","18315"
EG0368,"19","423"
EG0368,"14","2502"
EG0368,"17","6105"
EG0368,"14","4203"
EG0368,"15","979"
EG0368,"24","1001"
EG0368,"17","300"
EG0368,"14","801"
EG0368,"2","100"
EG0368,"2","4303"
EG0368,"14","3703"
EG0368,"14","300"
EG0368,"2","600"
EG0368,"24","2602"
EG0368,"17","100"
EG0368,"14","901"
EG0368,"15","200"
EG0368,"16","200"
EG0368,"17","100"
EG0368,"17","40677"
EG0368,"15","100"
EG0368,"17","500"
EG0368,"15","100"
EG0368,"15","200"
EG0368,"14","400"
EG0368,"17","100"
EG0368,"14","2602"
EG0368,"17","100"
EG0368,"16","100"
EG0368,"15","100"
EG0368,"16","100"
EG0368,"24","100"
EG0368,"15","100"
EG0368,"17","3903"
EG0368,"14","5204"
EG0368,"24","1601"
EG0368,"14","100"
EG0368,"14","100"
EG0368,"2","801"
EG0368,"24","100"
EG0368,"14","100"
EG0368,"15","600"
EG0368,"15","100"
EG0368,"15","4904"
EG0368,"14","5204"
EG0368,"16","3803"
EG0368,"20","1101"
EG0368,"2","4704"
EG0368,"17","1001"
EG0368,"20","200"
EG0368,"17","5504"
EG0368,"20","600"
EG0368,"20","100"
EG0368,"15","200"
EG0368,"20","200"
EG0368,"19","100"
EG0368,"9","200"
EG0368,"20","300"
EG0368,"19","200"
EG0368,"19","2202"
EG0368,"20","300"
EG0368,"24","15312"
EG0368,"15","13911"
EG0368,"24","11409"
EG0368,"20","200"
EG0368,"7","2402"
EG0368,"15","100"
EG0368,"17","200"
EG0368,"20","300"
EG0368,"17","801"
EG0368,"15","1101"
EG0368,"15","2502"
EG0368,"7","1101"
EG0368,"17","300"
EG0368,"20","300"
EG0368,"15","1601"
EG0368,"24","9207"
EG0368,"19","12910"
EG0368,"24","8541"
EG0368,"9","1801"
EG0368,"20","7206"
EG0368,"19","8006"
EG0368,"19","3558"
EG0368,"24","300"
EG0368,"24","5638"
EG0368,"19","8396"
EG0368,"19","4697"
EG0368,"20","348"
EG0368,"5","4649"
EG0368,"24","5898"
EG0368,"24","5947"
EG0368,"6","148"
EG0368,"24","648"
EG0368,"20","15253"
EG0368,"4","19565"
EG0368,"20","82807"
EG0368,"20","5511"
EG0468,"20","1860"
EG0468,"24","3012"
EG0468,"15","158"
EG0468,"17","903"
EG0468,"16","100"
EG0468,"15","1054"
EG0468,"17","100"
EG0468,"15","100"
EG0468,"19","18438"
EG0468,"24","901"
EG0468,"19","20084"
EG0468,"16","631"
EG0468,"24","30"
EG0468,"17","661"
EG0468,"20","6958"
EG0468,"17","300"
EG0468,"15","100"
EG0468,"17","100"
EG0468,"15","100"
EG0468,"14","100"
EG0468,"24","100"
EG0468,"24","100"
EG0468,"17","100"
EG0468,"17","61"
EG0468,"14","100"
EG0468,"17","8546"
EG0468,"24","1401"
EG0468,"14","901"
EG0468,"2","2804"
EG0468,"15","2753"
EG0468,"17","200"
EG0468,"14","2302"
EG0468,"17","100"
EG0468,"2","100"
EG0468,"14","100"
EG0468,"15","1101"
EG0468,"15","100"
EG0468,"14","12010"
EG0468,"17","2302"
EG0468,"20","16519"
EG0468,"15","2502"
EG0468,"15","100"
EG0468,"19","1101"
EG0468,"17","2802"
EG0468,"17","13911"
EG0468,"14","200"
EG0468,"14","30"
EG0468,"14","100"
EG0468,"17","200"
EG0468,"17","300"
EG0468,"17","100"
EG0468,"17","7606"
EG0468,"24","28228"
EG0468,"17","100"
EG0468,"24","100"
EG0468,"20","2511"
EG0468,"15","8872"
EG0468,"15","2502"
EG0468,"20","200"
EG0468,"19","5052"
EG0468,"17","100"
EG0468,"17","100"
EG0468,"15","11009"
EG0468,"17","100"
EG0468,"17","801"
EG0468,"14","4404"
EG0468,"15","100"
EG0468,"15","100"
EG0468,"17","901"
EG0468,"19","32788"
EG0468,"5","1001"
EG0468,"14","500"
EG0468,"14","701"
EG0468,"14","500"
EG0468,"19","100"
EG0468,"19","100"
EG0468,"17","100"
EG0468,"14","600"
EG0468,"2","4303"
EG0468,"15","100"
EG0468,"17","14912"
EG0468,"19","100"
EG0468,"17","200"
EG0468,"15","1101"
EG0468,"14","100"
EG0468,"15","100"
EG0468,"24","1428"
EG0468,"16","8707"
EG0468,"14","2902"
EG0468,"17","1701"
EG0468,"2","1401"
EG0468,"14","1101"
EG0468,"14","300"
EG0468,"2","400"
EG0468,"16","801"
EG0468,"24","12410"
EG0468,"2","400"
EG0468,"15","100"
EG0468,"17","600"
EG0468,"15","2102"
EG0468,"17","300"
EG0468,"15","701"
EG0468,"17","100"
EG0468,"15","100"
EG0468,"15","100"
EG0468,"17","100"
EG0468,"24","100"
EG0468,"7","16013"
EG0468,"2","10134"
EG0468,"15","2002"
EG0468,"24","200"
EG0468,"20","200"
EG0468,"2","400"
EG0468,"14","3803"
EG0468,"2","100"
EG0468,"16","1301"
EG0468,"14","4203"
EG0468,"2","100"
EG0468,"17","17114"
EG0468,"2","100"
EG0468,"17","17214"
EG0468,"20","53648"
EG0468,"24","51085"
EG0468,"14","2102"
EG0468,"17","600"
EG0468,"14","100"
EG0468,"2","1801"
EG0468,"17","100"
EG0468,"14","200"
EG0468,"19","17279"
EG0468,"14","100"
EG0468,"19","100"
EG0468,"24","2202"
EG0468,"15","901"
EG0468,"16","1001"
EG0468,"20","100"
EG0468,"20","100"
EG0468,"24","25520"
EG0468,"7","6605"
EG0468,"20","1201"
EG0468,"15","653"
EG0468,"19","200"
EG0468,"23","3503"
EG0468,"16","1893"
EG0468,"16","100"
EG0468,"17","17010"
EG0468,"16","100"
EG0468,"24","1401"
EG0468,"20","8006"
EG0468,"15","422"
EG0468,"20","100"
EG0468,"20","100"
EG0468,"20","400"
EG0468,"20","200"
EG0468,"20","100"
EG0468,"20","100"
EG0468,"19","100"
EG0468,"20","26721"
EG0468,"24","39432"
EG0468,"20","36788"
EG0468,"20","15412"
EG0468,"19","1701"
EG0468,"19","68755"
EG0468,"24","15316"
EG0468,"19","845"
EG0468,"20","5805"
EG0468,"20","100"
EG0468,"24","32771"
EG0468,"20","239"
EG0468,"20","100"
EG0468,"20","1699"
EG0468,"19","108475"
EG0468,"24","26533"
EG0468,"20","839"
EG0468,"19","4734"
EG0468,"7","298"
EG0468,"24","1193"
EG0468,"24","7398"
EG0468,"20","38937"
EG0568,"7","1506"
EG0568,"19","51"
EG0568,"19","102"
EG0568,"7","302"
EG0568,"24","4718"
EG0568,"9","3214"
EG0568,"5","500"
EG0568,"6","1601"
EG0568,"24","1140"
EG0568,"20","200"
EG0568,"17","1158"
EG0568,"24","1201"
EG0568,"20","6521"
EG0568,"24","100"
EG0568,"20","100"
EG0568,"5","801"
EG0568,"5","3903"
EG0568,"19","200"
EG0568,"19","100"
EG0568,"6","13468"
EG0568,"22","910"
EG0568,"20","100"
EG0568,"22","100"
EG0568,"24","300"
EG0568,"24","22018"
EG0568,"5","14079"
EG0568,"20","2402"
EG0568,"20","1801"
EG0568,"20","200"
EG0568,"24","801"
EG0568,"20","1501"
EG0568,"5","1101"
EG0568,"20","1401"
EG0568,"19","100"
EG0568,"7","5705"
EG0568,"5","140"
EG0568,"19","10496"
EG0568,"5","7606"
EG0568,"7","4203"
EG0568,"5","1811"
EG0568,"19","200"
EG0568,"5","1201"
EG0568,"20","12801"
EG0568,"19","2053"
EG0568,"19","300"
EG0568,"20","300"
EG0568,"19","200"
EG0568,"20","300"
EG0568,"19","40032"
EG0568,"7","3303"
EG0568,"19","12805"
EG0568,"6","4831"
EG0568,"19","10909"
EG0568,"19","200"
EG0568,"23","1079"
EG0568,"5","901"
EG0568,"9","1201"
EG0568,"24","37003"
EG0568,"5","2659"
EG0568,"24","5404"
EG0568,"19","239"
EG0568,"24","5104"
EG0568,"20","300"
EG0568,"20","2898"
EG0568,"19","104619"
EG0568,"20","100"
EG0568,"5","26247"
EG0568,"20","801"
EG0568,"19","1801"
EG0568,"7","3303"
EG0568,"9","3403"
EG0568,"20","208603"
EG0568,"19","61601"
EG0568,"20","14152"
EG0568,"7","5204"
EG0568,"19","4504"
EG0568,"23","5504"
EG0568,"20","2102"
EG0568,"20","701"
EG0568,"7","3503"
EG0568,"9","100"
EG0568,"24","200"
EG0568,"20","200"
EG0568,"9","1501"
EG0568,"24","159973"
EG0568,"20","1162"
EG0568,"20","200"
EG0568,"20","498"
EG0568,"19","4408"
EG0568,"19","1092"
EG0568,"20","3835"
EG0568,"19","19642"
EG0568,"24","71746"
EG0568,"20","26205"
EG0668,"19","303"
EG0668,"6","4131"
EG0668,"20","151"
EG0668,"5","403"
EG0668,"24","61"
EG0668,"23","1101"
EG0668,"20","954"
EG0668,"19","1601"
EG0668,"6","2302"
EG0668,"19","300"
EG0668,"5","100"
EG0668,"20","200"
EG0668,"24","100"
EG0668,"22","1143"
EG0668,"24","100"
EG0668,"24","200"
EG0668,"22","500"
EG0668,"24","100"
EG0668,"5","1391"
EG0668,"6","2002"
EG0668,"20","10508"
EG0668,"22","200"
EG0668,"5","200"
EG0668,"20","801"
EG0668,"22","200"
EG0668,"5","701"
EG0668,"5","100"
EG0668,"5","701"
EG0668,"6","400"
EG0668,"22","1001"
EG0668,"5","500"
EG0668,"20","300"
EG0668,"6","100"
EG0668,"5","300"
EG0668,"5","400"
EG0668,"23","1001"
EG0668,"5","100"
EG0668,"5","100"
EG0668,"5","300"
EG0668,"5","100"
EG0668,"5","53591"
EG0668,"19","1714"
EG0668,"6","26821"
EG0668,"5","801"
EG0668,"22","400"
EG0668,"5","5996"
EG0668,"5","100"
EG0668,"22","300"
EG0668,"5","100"
EG0668,"5","100"
EG0668,"5","100"
EG0668,"22","200"
EG0668,"5","200"
EG0668,"5","100"
EG0668,"20","300"
EG0668,"19","3903"
EG0668,"24","1701"
EG0668,"20","8072"
EG0668,"6","15085"
EG0668,"19","3102"
EG0668,"20","500"
